id,company,title,Predicted Sentiment Score
1467,J Sainsbury plc,Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...,0.29370516538619995
1602,Lloyds Banking Group PLC,"Profits drop six per cent at Lloyds Banking Group, beating analysts' expectations",0.4928690195083618
1488,Tesco PLC,"Tesco returns to profit, but City demands more",0.5049368143081665
1446,WPP,WPP shareholders should oppose company on pay at AGM - PIRC,0.7574498653411865
1464,HSBC,HSBC Reaches $470 Million Accord Over Foreclosure Abuses,0.6991580128669739
1177,Rolls-Royce,Rolls-Royce Holdings To Reduce 600 Employees In Its Marine Business,0.8587328195571899
1484,United Utilities,CompaniesUnited Utilities H1 profits just miss expectations,0.7936263084411621
1612,Morrisons,Profit slumps at troubled UK grocer Morrisons,0.5704872608184814
1453,ITV,CompaniesITV's audience numbers fall to lowest in 15 years,-0.3448849618434906
1534,Coutts,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",-0.13428087532520294
1571,L&G,L&G strikes £230m bulk annuity deal,0.6591435074806213
1504,Barclays,S&P downgrades Barclays and RBS on government bailout fears,-0.396943598985672
1322,BP,BP to slash 4000 jobs globally as oil prices drop,0.3592776954174042
1351,Royal Mail,CompaniesRoyal Mail revenues drop despite boost in parcels,0.9837973713874817
1372,Old Mutual,Old Mutual share price: CFO to leave company,0.9712908267974854
1490,Zurich Insurance,Zurich Insurance Considering Offer for UK Rival RSA Insurance,0.973344087600708
1290,Tesco,Krispy Kreme bring delicious doughnuts to Maryhill Tesco in Glasgow,0.47289055585861206
1611,Persimmon,BRIEF-Persimmon says too soon to judge effect of Brexit,0.5527939796447754
1493,Imperial Tobacco,Imperial Tobacco launches caffeinated mouth strips,0.9374616146087646
1295,Shire,Britain's FTSE forges ahead as Shire surges,0.9549446105957031
1489,Great Portland Estates plc,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",0.9996349215507507
1147,GlaxoSmithKline,GlaxoSmithKline acquires HIV assets,0.9858357310295105
1159,AdeS,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,0.9929094314575195
1452,Legal & General Group Plc,Legal & General eyes company deals as individual annuities wither,0.3988996148109436
1356,HSBC,HSBC to sell Bermuda trust and investment management business,0.39636069536209106
1400,LloydsPharmacy,Sainsbury sells unit to LloydsPharmacy,0.9853904843330383
1357,Direct Line Insurance Group PLC,"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",0.9996453523635864
1217,BG Group,Shell share price: Standard Life announce position against BG acquisition,0.10685613006353378
1367,BP,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",-0.06278400123119354
1416,Lloyds Banking Group PLC,UK to raise 9 billion pounds through Lloyds share sales,0.11592116206884384
1492,Shell,Shell's Arctic return faces hurdle at Seattle port,-0.33583423495292664
1609,AstraZeneca,CompaniesAstraZeneca shares hit as 2016 revenue forecast to fall,-0.09684539586305618
1242,Persimmon,Builder Persimmon hails 6% rise in house sales,0.6434656381607056
1508,Heinz,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,0.8743166327476501
1630,Barclays,Exclusive: Barclays reins in foreign exchange trading before referendum result - sources,0.7638702988624573
1288,Shell,Shell CEO warns renewables shift could spell end if too swift,0.23857273161411285
1598,Barclays,Barclays To Pay Ousted Boss £500000 Bonus,0.40215763449668884
1633,GSK,GSK and Novartis complete deals to reshape both drugmakers,0.5601863861083984
1314,BG Group,Shell to buy BG Group in $69.7 billion takeover,0.9936767816543579
1295,Shire,Britain's FTSE forges ahead as Shire surges,0.9549446105957031
1167,Travis Perkins,UK builders' merchant Travis Perkins reports strong start to year,0.9902099967002869
1480,BHP Billiton,"European stocks hover near 3-week low, Dialog and BHP slump",0.5209022760391235
1306,Unilever,Unilever profit rises despite sales slump in China,0.9969817996025085
1215,Barclays,"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",0.9635195732116699
1513,Shell,Exclusive - Shell CEO warns Brexit could slow $30 billion asset sale plan,0.014737403020262718
1222,Barclays,PRESS: Barclays To Cut More Than 30000 Jobs - The Times,0.9777960181236267
